Czech name,Code,UN eGov index,Year,EU28
Lotyšsko,LVA,0.576333333,2003,1
Brazílie,BRA,0.573666667,2003,0
Argentina,ARG,0.557333333,2003,0
Řecko,GRC,0.548,2003,1
Slovensko,SVK,0.541666667,2003,1
Kypr,CYP,0.54,2003,1
Polsko,POL,0.534333333,2003,1
Španělsko,ESP,0.531666667,2003,1
Litva,LTU,0.528,2003,1
Filipíny,PHL,0.526666667,2003,0
Spojené arabské emiráty,ARE,0.526666667,2003,0
Malajsie,MYS,0.524,2003,0
Rumunsko,ROU,0.516333333,2003,1
Bulharsko,BGR,0.515,2003,1
Thajsko,THA,0.509666667,2003,0
Chorvatsko,HRV,0.507333333,2003,1
Ukrajina,UKR,0.505666667,2003,0
Uruguay,URY,0.505666667,2003,0
Rusko,RUS,0.482666667,2003,0
Bělorusko,BLR,0.474333333,2003,0
Mauricius,MUS,0.471333333,2003,0
Bahrajn,BHR,0.463,2003,0
Kolumbie,COL,0.461666667,2003,0
Venezuela,VEN,0.458666667,2003,0
Peru,PER,0.445666667,2003,0
Čína,CHN,0.443333333,2003,0
Jihoafrická republika,ZAF,0.442666667,2003,0
Jamaica,JAM,0.438,2003,0
Turecko,TUR,0.437333333,2003,0
Barbados,BRB,0.432333333,2003,0
Katar,QAT,0.432,2003,0
Seychely,SYC,0.429333333,2003,0
Panama,PAN,0.429,2003,0
Kazachstán,KAZ,0.427333333,2003,0
Trinidad a Tobago,TTO,0.427,2003,0
Bahamské ostrovy,BHS,0.426,2003,0
Jordán,JOR,0.425,2003,0
Makedonie,MKD,0.423666667,2003,0
Kostarika,CRI,0.422333333,2003,0
Libanon,LBN,0.422,2003,0
Svatý Kryštof a Nevis,KNA,0.421666667,2003,0
Brunej,BRN,0.419666667,2003,0
Svatá Lucie,LCA,0.416,2003,0
Kuvajt,KWT,0.413333333,2003,0
Kyrgyzstán,KGZ,0.412666667,2003,0
Maledivy,MDV,0.411,2003,0
El Salvador,SLV,0.411,2003,0
Uzbekistán,UZB,0.410333333,2003,0
Saudská Arábie,SAU,0.409333333,2003,0
Fidži,FJI,0.396333333,2003,0
Dominikánská republika,DOM,0.390666667,2003,0
Gruzie,GEO,0.386666667,2003,0
Bosna a Hercegovina,BIH,0.385,2003,0
Bolívie,BOL,0.378,2003,0
Antigua a Barbuda,ATG,0.376666667,2003,0
Indie,IND,0.373,2003,0
Svatý Vincenc a Grenadiny,VCT,0.372333333,2003,0
Guyana,GUY,0.370666667,2003,0
Botswana,BWA,0.37,2003,0
Samoa,WSM,0.37,2003,0
Ekvádor,ECU,0.364333333,2003,0
Mongolsko,MNG,0.363666667,2003,0
Srí Lanka,LKA,0.363666667,2003,0
Grenada,GRD,0.363333333,2003,0
Indonésie,IDN,0.361666667,2003,0
Belize,BLZ,0.357,2003,0
Írán,IRN,0.354666667,2003,0
Egypt,EGY,0.351,2003,0
Guatemala,GTM,0.35,2003,0
Ázerbájdžán,AZE,0.348333333,2003,0
Albánie,ALB,0.348,2003,0
Kuba,CUB,0.346666667,2003,0
Tonga,TON,0.346666667,2003,0
Vietnam,VNM,0.343333333,2003,0
Arménie,ARM,0.339666667,2003,0
Paraguay,PRY,0.339333333,2003,0
Svazijsko,SWZ,0.337333333,2003,0
Moldavsko,MDA,0.335333333,2003,0
Surinam,SUR,0.329333333,2003,0
Namibie,NAM,0.329333333,2003,0
Omán,OMN,0.329,2003,0
Nikaragua,NIC,0.327,2003,0
Lesotho,LSO,0.326,2003,0
Honduras,HND,0.323666667,2003,0
Kapverdy,CPV,0.322333333,2003,0
Tádžikistán,TJK,0.321,2003,0
Irák,IRQ,0.315333333,2003,0
Dominika,DMA,0.310666667,2003,0
Zimbabwe,ZWE,0.309,2003,0
Tunisko,TUN,0.308666667,2003,0
Keňa,KEN,0.304333333,2003,0
Alžírsko,DZA,0.299333333,2003,0
San Marino,SMR,0.299333333,2003,0
Uganda,UGA,0.295333333,2003,0
Nepál,NPL,0.295333333,2003,0
Tanzánie,TZA,0.294333333,2003,0
Kambodža,KHM,0.293333333,2003,0
Myanmar,MMR,0.283333333,2003,0
Bhútán,BTN,0.283333333,2003,0
Gabon,GAB,0.280333333,2003,0
Sýrie,SYR,0.280333333,2003,0
Ghana,GHA,0.28,2003,0
Kongo,COG,0.276666667,2003,0
Svatý Tomáš a Princův ostrov,STP,0.272333333,2003,0
Pákistán,PAK,0.27,2003,0
Malawi,MWI,0.268333333,2003,0
Maroko,MAR,0.265666667,2003,0
Nigérie,NGA,0.265333333,2003,0
Šalamounovy ostrovy,SLB,0.264,2003,0
Madagaskar,MDG,0.263666667,2003,0
Papua-Nová Guinea,PNG,0.261,2003,0
Rwanda,RWA,0.253,2003,0
Východní Timor,TLS,0.250333333,2003,0
Kamerun,CMR,0.247666667,2003,0
Mosambik,MOZ,0.243666667,2003,0
Laos,LAO,0.240666667,2003,0
Monaco,MCO,0.238333333,2003,0
Džibutsko,DJI,0.235,2003,0
Súdán,SDN,0.233,2003,0
Benin,BEN,0.231333333,2003,0
Togo,TGO,0.229666667,2003,0
Senegal,SEN,0.225333333,2003,0
Jemen,YEM,0.206333333,2003,0
Komory,COM,0.200666667,2003,0
Srbsko,SRB,0.192333333,2003,0
Eritrea,ERI,0.191666667,2003,0
Angola,AGO,0.189,2003,0
Andorra,AND,0.187666667,2003,0
Pobřeží slonoviny,CIV,0.180666667,2003,0
Lichtenštejnsko,LIE,0.178666667,2003,0
Bangladéš,BGD,0.177666667,2003,0
Gambie,GMB,0.176,2003,0
Mauritánie,MRT,0.174333333,2003,0
Vanuatu,VUT,0.172666667,2003,0
Burundi,BDI,0.172,2003,0
Sierra Leone,SLE,0.170666667,2003,0
Afghánistán,AFG,0.170333333,2003,0
Čad,TCD,0.165333333,2003,0
Guinea,GIN,0.161333333,2003,0
Etiopie,ETH,0.156666667,2003,0
Burkina Faso,BFA,0.155666667,2003,0
Mali,MLI,0.153666667,2003,0
Niger,NER,0.141666667,2003,0
Palau,PLW,0.139666667,2003,0
Mikronésie,FSM,0.135,2003,0
Marshallovy ostrovy,MHL,0.132,2003,0
Tuvalu,TUV,0.130666667,2003,0
Nauru,NRU,0.130666667,2003,0
Středoafrická republika,CAF,0.128,2003,0
KLDR,PRK,0.128,2003,0
Demokratická republika Kongo,COD,0.126333333,2003,0
Rovníková Guinea,GNQ,0.117666667,2003,0
Guinea-Bissau,GNB,0.087333333,2003,0
Haiti,HTI,0.059333333,2003,0
Kiribati,KIR,0.048666667,2003,0
Libérie,LBR,0.038,2003,0
Libye,LBY,0.008666667,2003,0
Somálsko,SOM,0.008666667,2003,0
Turkmenistán,TKM,0.003666667,2003,0
Zambie,ZMB,0.001,2003,0
